Ort;behaelter_beschreibung;strasse;hausnummer;name;plz;abrufauftrag;zusatz;bezeichnung;longitude;latitude;BTyp;tag;woche
Jena;Bioabfall;Kahlaische Straße;42;;7745;N;;;11,57704;50,91557;4R;Mi;g
Jena;Bioabfall;Kahlaische Straße;44;;7745;N;;;11,57658;50,91530;2R;Mi;g
Jena;Bioabfall;Kahlaische Straße;45;;7745;N;;;11,57577;50,91400;2R;Mi;g
Jena;Bioabfall;Kahlaische Straße;46;;7745;N;;;11,57576;50,91380;2R;Mi;g
Jena;Bioabfall;Kahlaische Straße;47;;7745;N;;;11,57569;50,91360;2R;Mi;g
Jena;Bioabfall;Kahlaische Straße;50;;7745;N;;;11,57548;50,91301;2R;Mi;g
Jena;Bioabfall;Kahlaische Straße;51;;7745;N;;;11,57543;50,91282;2R;Mi;g
Jena;Bioabfall;Kahlaische Straße;51a;;7745;N;;Ammerbach;11,57543;50,91282;2R;Mi;g
Jena;Bioabfall;Kahlaische Straße;52;;7745;N;;;11,57538;50,91262;2R;Mi;g
Jena;Bioabfall;Kahlaische Straße;52a;;7745;N;;;11,57538;50,91262;2R;Mi;g
Jena;Bioabfall;Kahlaische Straße;53;;7745;N;;;11,57533;50,91242;2R;Mi;g
Jena;Bioabfall;Kahlaische Straße;53a;;7745;N;;;11,57533;50,91242;2R;Mi;g
Jena;Bioabfall;Kahlaische Straße;53b;;7745;N;;;11,57533;50,91242;2R;Mi;g
Jena;Bioabfall;Kahlaische Straße;54;;7745;N;;;11,57528;50,91222;2R;Mi;g
Jena;Bioabfall;Kahlaische Straße;55;;7745;N;;;11,57525;50,91203;2R;Mi;g
Jena;Bioabfall;Kahlaische Straße;58;;7745;N;;;11,57764;50,91576;2R;Mi;g
Jena;Bioabfall;Kahlaische Straße;59;;7745;N;;;11,57764;50,91576;2R;Mi;g
Jena;Bioabfall;Kahlaische Straße;60;;7745;N;;;11,57764;50,91576;2R;Mi;g
Jena;Bioabfall;Kahlaische Straße;61;;7745;N;;;11,57538;50,91140;2R;Mi;g
Jena;Bioabfall;Kahlaische Straße;62;;7745;N;;;11,57764;50,91576;2R;Mi;g
Jena;Bioabfall;Kahlaische Straße;63;;7745;N;;;11,57553;50,91092;2R;Mi;g
Jena;Bioabfall;Kahlaische Straße;64;;7745;N;;;11,57574;50,91049;2R;Mi;g
Jena;Bioabfall;Kahlaische Straße;66/68;;7745;N;;;11,57593;50,91011;2R;Mi;g
Jena;Bioabfall;Kahlaische Straße;67;;7745;N;;;11,57563;50,91118;2R;Mi;g
Jena;Bioabfall;Kahlaische Straße;7;;7745;N;;;11,58036;50,91954;2R;Do;g
Jena;Bioabfall;Kahlaische Straße;70;;7745;N;;;11,57623;50,90934;2R;Mi;g
Jena;Bioabfall;Kahlaische Straße;71;;7745;N;;Burgau;11,57764;50,91576;2R;Mi;g
Jena;Bioabfall;Kahlaische Straße;72;;7745;N;;;11,57628;50,90895;2R;Mi;g
Jena;Bioabfall;Kahlaische Straße;9;;7745;N;;;11,57924;50,91852;2R;Do;g
Jena;Bioabfall;Kaninchenweg;1;;7749;N;;Wenigenjena;11,62898;50,92757;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;10;;7749;N;;Wenigenjena;11,62947;50,92808;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;11;;7749;N;;Wenigenjena;11,62973;50,92826;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;13;;7749;N;;Wenigenjena;11,62947;50,92820;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;14;;7749;N;;Wenigenjena;11,62890;50,92789;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;15;;7749;N;;Wenigenjena;11,62920;50,92814;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;16;;7749;N;;Wenigenjena;11,62899;50,92767;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;17;;7749;N;;Wenigenjena;11,62893;50,92808;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;18;;7749;N;;Wenigenjena;11,62930;50,92770;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;19;;7749;N;;Wenigenjena;11,62868;50,92800;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;2;;7749;N;;Wenigenjena;11,63083;50,92838;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;20;;7749;N;;Wenigenjena;11,62965;50,92777;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;21;;7749;N;;Wenigenjena;11,62873;50,92783;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;22;;7749;N;;Wenigenjena;11,62999;50,92783;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;23;;7749;N;;Wenigenjena;11,62881;50,92765;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;24;;7749;N;;Wenigenjena;11,63034;50,92790;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;26;;7749;N;;Wenigenjena;11,63068;50,92796;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;27;;7749;N;;Wenigenjena;11,62922;50,92757;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;28;;7749;N;;Wenigenjena;11,63103;50,92803;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;29;;7749;N;;Wenigenjena;11,62949;50,92762;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;3;;7749;N;;Wenigenjena;11,63080;50,92849;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;31;;7749;N;;Wenigenjena;11,62976;50,92767;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;33;;7749;N;;Wenigenjena;11,63003;50,92772;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;35;;7749;N;;Wenigenjena;11,63030;50,92777;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;37;;7749;N;;Wenigenjena;11,63057;50,92782;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;39;;7749;N;;Wenigenjena;11,63085;50,92788;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;4;;7749;N;;Wenigenjena;11,63049;50,92830;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;41;;7749;N;;Wenigenjena;11,63112;50,92793;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;5;;7749;N;;Wenigenjena;11,63054;50,92843;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;6;;7749;N;;Wenigenjena;11,63015;50,92823;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;7;;7749;N;;Wenigenjena;11,63027;50,92838;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;8;;7749;N;;Wenigenjena;11,62981;50,92815;2R;Fr;g
Jena;Bioabfall;Kaninchenweg;9;;7749;N;;Wenigenjena;11,63000;50,92832;2R;Fr;g
Jena;Bioabfall;Karl-Brauckmann-Straße;1;;7749;N;;;11,59870;50,92501;2R;Mi;g
Jena;Bioabfall;Karl-Brauckmann-Straße;10;;7749;N;;Wenigenjena;11,59870;50,92501;2R;Mi;g
Jena;Bioabfall;Karl-Brauckmann-Straße;11+11a;;7749;N;;Wenigenjena;11,59870;50,92501;2R;Mi;g
Jena;Bioabfall;Karl-Brauckmann-Straße;13+15;;7749;N;;Wenigenjena;11,59870;50,92501;2R;Mi;g
Jena;Bioabfall;Karl-Brauckmann-Straße;14;;7749;N;;Wenigenjena;;;2R;Mi;g
Jena;Bioabfall;Karl-Brauckmann-Straße;17;;7749;N;;Wenigenjena;;;2R;Mi;g
Jena;Bioabfall;Karl-Brauckmann-Straße;18;;7749;N;;Wenigenjena;;;2R;Mi;g
Jena;Bioabfall;Karl-Brauckmann-Straße;2;;7749;N;;Wenigenjena;;;2R;Mi;g
Jena;Bioabfall;Karl-Brauckmann-Straße;20;;7749;N;;Wenigenjena;;;2R;Mi;g
Jena;Bioabfall;Karl-Brauckmann-Straße;26;;7749;N;;Wenigenjena;11,59974;50,92621;2R;Mi;g
Jena;Bioabfall;Karl-Brauckmann-Straße;28;;7749;N;;Wenigenjena;11,59870;50,92501;2R;Mi;g
Jena;Bioabfall;Karl-Brauckmann-Straße;3;;7749;N;;;11,59870;50,92501;2R;Mi;g
Jena;Bioabfall;Karl-Brauckmann-Straße;30;;7749;N;;Wenigenjena;;;2R;Mi;g
Jena;Bioabfall;Karl-Brauckmann-Straße;5;;7749;N;;Wenigenjena;;;2R;Mi;g
Jena;Bioabfall;Karl-Brauckmann-Straße;7;;7749;N;;;11,59870;50,92501;2R;Mi;g
Jena;Bioabfall;Karl-Brauckmann-Straße;8;;7749;N;;;11,59870;50,92501;2R;Mi;g
Jena;Bioabfall;Karl-Brauckmann-Straße;9;;7749;N;;;11,59870;50,92501;2R;Mi;g
Jena;Bioabfall;Karl-Günther-Straße;11-13;;7749;N;;;11,60774;50,93244;2R;Do;g
Jena;Bioabfall;Karl-Günther-Straße;12+15;;7749;N;;Wenigenjena;11,60776;50,93282;2R;Do;g
Jena;Bioabfall;Karl-Günther-Straße;14;;7749;N;;;11,60789;50,93307;2R;Do;g
Jena;Bioabfall;Karl-Günther-Straße;16;;7749;N;;;11,60787;50,93314;2R;Do;g
Jena;Bioabfall;Karl-Günther-Straße;17;;7749;N;;;11,60772;50,93302;2R;Do;g
Jena;Bioabfall;Karl-Günther-Straße;18;;7749;N;;;11,60785;50,93322;2R;Do;g
Jena;Bioabfall;Karl-Günther-Straße;19;;7749;N;;;11,60767;50,93322;2R;Do;g
Jena;Bioabfall;Karl-Günther-Straße;20;;7749;N;;;11,60784;50,93329;2R;Do;g
Jena;Bioabfall;Karl-Günther-Straße;21;;7749;N;;;11,60762;50,93344;2R;Do;g
Jena;Bioabfall;Karl-Günther-Straße;22;;7749;N;;;11,60778;50,93356;2R;Do;g
Jena;Bioabfall;Karl-Günther-Straße;23;;7749;N;;;11,60757;50,93368;2R;Do;g
Jena;Bioabfall;Karl-Günther-Straße;24;;7749;N;;;11,60759;50,93398;4R;Do;g
Jena;Bioabfall;Karl-Günther-Straße;25;;7749;N;;;11,60742;50,93386;2R;Do;g
Jena;Bioabfall;Karl-Günther-Straße;4;;7749;N;;;11,60794;50,93257;2R;Do;g
Jena;Bioabfall;Karl-Günther-Straße;6;;7749;N;;;11,60795;50,93277;2R;Do;g
Jena;Bioabfall;Karl-Günther-Straße;9;;7749;N;;;11,60771;50,93225;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;1;;7749;N;;;11,59678;50,92853;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;10;;7749;N;;;11,59898;50,92877;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;100;;7749;N;;;11,61070;50,93390;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;102;;7749;N;;;11,61099;50,93386;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;106;;7749;N;;;11,61469;50,93343;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;11;;7749;N;;;11,59862;50,92878;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;110;;7749;N;;;11,61513;50,93345;2R;Fr;g
Jena;Bioabfall;Karl-Liebknecht-Straße;112;;7749;N;;;11,61534;50,93346;2R;Fr;g
Jena;Bioabfall;Karl-Liebknecht-Straße;114;;7749;N;;;11,61556;50,93347;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;116;;7749;N;;;11,61578;50,93348;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;12;;7749;N;;;11,59959;50,92898;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;120;;7749;N;;;11,61622;50,93349;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;126;;7749;N;;;11,61687;50,93352;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;13;;7749;N;;;11,59890;50,92888;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;132;;7749;N;;;11,61753;50,93354;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;134;;7749;N;;;11,61774;50,93355;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;138;;7749;N;;;11,61818;50,93357;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;14;;7749;N;;;11,59981;50,92906;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;144;;7749;N;;;11,61883;50,93360;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;152;;7749;N;;;11,61978;50,93363;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;156;;7749;N;;;11,62048;50,93367;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;162;;7749;N;;;11,62154;50,93372;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;18;;7749;N;;;11,60126;50,92968;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;19;;7749;N;;;11,59999;50,92927;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;1a;;7749;N;;;11,59678;50,92853;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;20;;7749;N;;;11,60150;50,92979;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;21;;7749;N;;;11,60034;50,92942;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;22;;7749;N;;;11,60164;50,92986;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;22A;;7749;N;;;11,60164;50,92986;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;25;;7749;N;;;11,60075;50,92960;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;27;;7749;N;;;11,60091;50,92966;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;3;;7749;N;;;11,59733;50,92858;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;30;;7749;N;;;11,60218;50,93010;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;30;;7749;N;;Wenigenjena;11,58210;50,92929;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;32;;7749;N;;;11,60231;50,93016;2R;Mi;g
Jena;Bioabfall;Karl-Liebknecht-Straße;35;;7749;N;;;11,60196;50,93014;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;37;;7749;N;;;11,60214;50,93022;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;38;;7749;N;;;11,60280;50,93040;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;39;;7749;N;;;11,60232;50,93030;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;41;;7749;N;;;11,60250;50,93039;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;42;;7749;N;;;11,60318;50,93060;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;43;;7749;N;;;11,60269;50,93049;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;44;;7749;N;;;11,60336;50,93070;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;46;;7749;N;;;11,60379;50,93091;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;47;;7749;N;;;11,60307;50,93069;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;49;;7749;N;;;11,60326;50,93079;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;5;;7749;N;;;11,59761;50,92861;2R;Mi;g
Jena;Bioabfall;Karl-Liebknecht-Straße;51;;7749;N;;;11,60349;50,93090;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;51A;;7749;N;;;11,60349;50,93090;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;53;;7749;N;;;11,60382;50,93108;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;55;;7749;N;;;11,60396;50,93116;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;57;;7749;N;;;11,60410;50,93123;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;58;;7749;N;;;11,60522;50,93175;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;59;;7749;N;;;11,60424;50,93131;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;64;;7749;N;;;11,60572;50,93231;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;66;;7749;N;;;11,60583;50,93247;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;67;;7749;N;;;11,59615;50,92850;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;68;;7749;N;;;11,60595;50,93262;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;69;;7749;N;;;11,60502;50,93176;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;7;;7749;N;;;11,59790;50,92865;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;72;;7749;N;;;11,60613;50,93284;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;74;;7749;N;;;11,60621;50,93294;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;75;;7749;N;;;11,60528;50,93205;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;77;;7749;N;;;11,60537;50,93214;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;79;;7749;N;;;11,60546;50,93224;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;8;;7749;N;;Wenigenjena;11,59788;50,92853;2R;Mi;g
Jena;Bioabfall;Karl-Liebknecht-Straße;81;;7749;N;;;11,60556;50,93236;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;82;;7749;N;;;11,60653;50,93333;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;84;;7749;N;;;11,60670;50,93353;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;85;;7749;N;;;11,60579;50,93267;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;86;;7749;N;;;11,60691;50,93377;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;87;;7749;N;;;11,60613;50,93309;4R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;88;;7749;N;;;11,60895;50,93412;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;9;;7749;N;;;11,59827;50,92870;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;90;;7749;N;;;11,60924;50,93408;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;92;;7749;N;;;11,60953;50,93405;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;94;;7749;N;;;11,60983;50,93401;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;96;;7749;N;;;11,61012;50,93397;2R;Do;g
Jena;Bioabfall;Karl-Liebknecht-Straße;98;;7749;N;;;11,61041;50,93393;2R;Do;g
Jena;Bioabfall;Karl-Marx-Allee;11;;7747;N;;;11,60628;50,88413;4R;Mo;g
Jena;Bioabfall;Karl-Marx-Allee;1-5;;7747;N;;;11,60336;50,88152;4R;Mo;g
Jena;Bioabfall;Karl-Marx-Allee;2;;7747;N;;;11,60415;50,88221;4R;Mo;g
Jena;Bioabfall;Karl-Marx-Allee;22;;7747;N;;Lobeda;11,60821;50,88488;4R;Mo;g
Jena;Bioabfall;Karl-Marx-Allee;28;;7747;N;;;11,60636;50,88407;2R;Mo;g
Jena;Bioabfall;Karl-Marx-Allee;7;;7747;N;;Lobeda;11,60258;50,88244;4R;Mo;g
Jena;Bioabfall;Karl-Rothe-Straße;1;;7749;N;;;11,61639;50,92779;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;10;;7749;N;;;11,61660;50,92839;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;11;;7749;N;;;11,61642;50,92829;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;12;;7749;N;;;11,61662;50,92853;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;13;;7749;N;;;11,61642;50,92839;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;14;;7749;N;;;11,61681;50,92862;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;15;;7749;N;;;11,61643;50,92849;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;16;;7749;N;;;11,61699;50,92870;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;17;;7749;N;;;11,61645;50,92858;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;18;;7749;N;;;11,61722;50,92869;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;19;;7749;N;;;11,61657;50,92865;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;2;;7749;N;;;11,61657;50,92781;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;20;;7749;N;;;11,61744;50,92866;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;21;;7749;N;;;11,61670;50,92870;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;22;;7749;N;;;11,61759;50,92854;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;23;;7749;N;;;11,61683;50,92876;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;24;;7749;N;;;11,61774;50,92843;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;25;;7749;N;;;11,61696;50,92882;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;26;;7749;N;;;11,61786;50,92831;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;27;;7749;N;;;11,61711;50,92881;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;28;;7749;N;;;11,61794;50,92817;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;29;;7749;N;;;11,61727;50,92880;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;3;;7749;N;;;11,61640;50,92789;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;30;;7749;N;;;11,61801;50,92803;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;31;;7749;N;;;11,61743;50,92878;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;32;;7749;N;;;11,61809;50,92790;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;33;;7749;N;;;11,61756;50,92874;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;34;;7749;N;;;11,61817;50,92776;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;35;;7749;N;;;11,61766;50,92866;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;37;;7749;N;;;11,61777;50,92858;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;39;;7749;N;;;11,61787;50,92851;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;4;;7749;N;;;11,61658;50,92795;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;41;;7749;N;;;11,61797;50,92843;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;45;;7749;N;;;11,61808;50,92824;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;47;;7749;N;;;11,61814;50,92815;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;49;;7749;N;;;11,61819;50,92806;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;5;;7749;N;;;11,61640;50,92799;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;51;;7749;N;;;11,61825;50,92796;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;53;;7749;N;;;11,61830;50,92787;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;55;;7749;N;;;11,61835;50,92777;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;6;;7749;N;;;11,61658;50,92810;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;7;;7749;N;;;11,61641;50,92809;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;8;;7749;N;;;11,61659;50,92825;2R;Fr;g
Jena;Bioabfall;Karl-Rothe-Straße;9;;7749;N;;;11,61641;50,92819;2R;Fr;g
Jena;Bioabfall;Karl-Schmid-Ring;10;;7743;N;;;11,62064;50,96012;2R;Fr;g
Jena;Bioabfall;Karl-Schmid-Ring;11;;7743;N;;;11,62037;50,95955;2R;Fr;g
Jena;Bioabfall;Karl-Schmid-Ring;12;;7743;N;;;11,62097;50,96000;2R;Fr;g
Jena;Bioabfall;Karl-Schmid-Ring;13;;7743;N;;;11,62008;50,95966;2R;Fr;g
Jena;Bioabfall;Karl-Schmid-Ring;14;;7743;N;;;11,62129;50,95989;2R;Fr;g
Jena;Bioabfall;Karl-Schmid-Ring;16;;7743;N;;;11,62162;50,95977;2R;Fr;g
Jena;Bioabfall;Karl-Schmid-Ring;18;;7743;N;;;11,62194;50,95966;2R;Fr;g
Jena;Bioabfall;Karl-Schmid-Ring;2;;7743;N;;;11,62132;50,95934;2R;Fr;g
Jena;Bioabfall;Karl-Schmid-Ring;2A;;7743;N;;;11,62132;50,95934;2R;Fr;g
Jena;Bioabfall;Karl-Schmid-Ring;3;;7743;N;;;11,62152;50,95913;2R;Fr;g
Jena;Bioabfall;Karl-Schmid-Ring;4;;7743;N;;;11,62046;50,95965;2R;Fr;g
Jena;Bioabfall;Karl-Schmid-Ring;4A;;7743;N;;;11,62046;50,95965;2R;Fr;g
Jena;Bioabfall;Karl-Schmid-Ring;5;;7743;N;;;11,62123;50,95924;2R;Fr;g
Jena;Bioabfall;Karl-Schmid-Ring;6;;7743;N;;;11,62017;50,95982;2R;Fr;g
Jena;Bioabfall;Karl-Schmid-Ring;7;;7743;N;;;11,62095;50,95934;2R;Fr;g
Jena;Bioabfall;Karl-Schmid-Ring;8;;7743;N;;;11,62039;50,96000;2R;Fr;g
Jena;Bioabfall;Karl-Schmid-Ring;9;;7743;N;;;11,62066;50,95945;2R;Fr;g
Jena;Bioabfall;Karl-von-Brüger-Straße;1;;7749;N;;;11,62067;50,93106;2R;Fr;g
Jena;Bioabfall;Karl-von-Brüger-Straße;10;;7749;N;;;11,62134;50,93090;2R;Fr;g
Jena;Bioabfall;Karl-von-Brüger-Straße;11;;7749;N;;;11,62139;50,93100;2R;Fr;g
Jena;Bioabfall;Karl-von-Brüger-Straße;12;;7749;N;;;11,62150;50,93088;2R;Fr;g
Jena;Bioabfall;Karl-von-Brüger-Straße;13;;7749;N;;;11,62153;50,93099;2R;Fr;g
Jena;Bioabfall;Karl-von-Brüger-Straße;14;;7749;N;;;11,62167;50,93087;2R;Fr;g
Jena;Bioabfall;Karl-von-Brüger-Straße;15;;7749;N;;;11,62168;50,93098;2R;Fr;g
Jena;Bioabfall;Karl-von-Brüger-Straße;16;;7749;N;;;11,62184;50,93086;2R;Fr;g
Jena;Bioabfall;Karl-von-Brüger-Straße;17;;7749;N;;;11,62182;50,93097;2R;Fr;g
Jena;Bioabfall;Karl-von-Brüger-Straße;18;;7749;N;;;11,62201;50,93085;2R;Fr;g
Jena;Bioabfall;Karl-von-Brüger-Straße;19;;7749;N;;;11,62197;50,93096;2R;Fr;g
Jena;Bioabfall;Karl-von-Brüger-Straße;2;;7749;N;;;11,62066;50,93094;2R;Fr;g
Jena;Bioabfall;Karl-von-Brüger-Straße;20;;7749;N;;;11,62218;50,93083;2R;Fr;g
Jena;Bioabfall;Karl-von-Brüger-Straße;21;;7749;N;;;11,62211;50,93095;2R;Fr;g
Jena;Bioabfall;Karl-von-Brüger-Straße;22;;7749;N;;;11,62235;50,93082;2R;Fr;g
Jena;Bioabfall;Karl-von-Brüger-Straße;23;;7749;N;;;11,62225;50,93094;2R;Fr;g
Jena;Bioabfall;Karl-von-Brüger-Straße;24;;7749;N;;;11,62249;50,93078;2R;Fr;g
