Ort;behaelter_beschreibung;strasse;hausnummer;name;plz;abrufauftrag;zusatz;bezeichnung;longitude;latitude;BTyp;tag;woche
Jena;Bioabfall;Adlerstieg;1;;7749;N;;;11,61659;50,93302;2R;Fr;g
Jena;Bioabfall;Adlerstieg;11;;7749;N;;;11,61711;50,93199;2R;Do;g
Jena;Bioabfall;Adolf-Reichwein-Straße;10+10a;;7745;N;;Ammerbach;11,57093;50,90772;2R;Mi;g
Jena;Bioabfall;Adolf-Reichwein-Straße;16;;7745;N;;;11,57183;50,90777;2R;Mi;g
Jena;Bioabfall;Adolf-Reichwein-Straße;18;;7745;N;;;11,57213;50,90779;2R;Mi;g
Jena;Bioabfall;Adolf-Reichwein-Straße;18a;;7745;N;;;11,57213;50,90779;2R;Mi;g
Jena;Bioabfall;Adolf-Reichwein-Straße;2;;7745;N;;Ammerbach;;;2R;Mi;g
Jena;Bioabfall;Adolf-Reichwein-Straße;24;;7745;N;;;11,57302;50,90784;2R;Mi;g
Jena;Bioabfall;Adolf-Reichwein-Straße;25;;7745;N;;;11,57253;50,90788;2R;Mi;g
Jena;Bioabfall;Adolf-Reichwein-Straße;26;;7745;N;;;11,57332;50,90786;2R;Mi;g
Jena;Bioabfall;Adolf-Reichwein-Straße;27;;7745;N;;;11,57253;50,90788;2R;Mi;g
Jena;Bioabfall;Adolf-Reichwein-Straße;28;;7745;N;;;11,57362;50,90787;2R;Mi;g
Jena;Bioabfall;Adolf-Reichwein-Straße;29;;7745;N;;;11,57253;50,90788;2R;Mi;g
Jena;Bioabfall;Adolf-Reichwein-Straße;31;;7745;N;;;11,57471;50,90805;2R;Mi;g
Jena;Bioabfall;Adolf-Reichwein-Straße;32;;7745;N;;;11,57421;50,90791;2R;Mi;g
Jena;Bioabfall;Adolf-Reichwein-Straße;34;;7745;N;;;11,57451;50,90793;2R;Mi;g
Jena;Bioabfall;Adolf-Reichwein-Straße;35;;7745;N;;;11,57500;50,90808;2R;Mi;g
Jena;Bioabfall;Adolf-Reichwein-Straße;36;;7745;N;;;11,57232;50,90791;2R;Mi;g
Jena;Bioabfall;Adolf-Reichwein-Straße;38;;7745;N;;;11,57496;50,90796;2R;Mi;g
Jena;Bioabfall;Adolf-Reichwein-Straße;4;;7745;N;;;;;2R;Mi;g
Jena;Bioabfall;Adolf-Reichwein-Straße;40;;7745;N;;;11,57516;50,90798;2R;Mi;g
Jena;Bioabfall;Adolf-Reichwein-Straße;6;;7745;N;;Ammerbach;11,57036;50,90774;2R;Mi;g
Jena;Bioabfall;Adolf-Reichwein-Straße;8;;7745;N;;;11,57063;50,90770;2R;Mi;g
Jena;Bioabfall;Adrian-Beier-Stieg;2;;7749;N;;;11,60146;50,92937;2R;Do;g
Jena;Bioabfall;Adrian-Beier-Stieg;5;;7749;N;;;11,60213;50,92919;2R;Mi;g
Jena;Bioabfall;Adrian-Beier-Stieg;7;;7749;N;;;11,60257;50,92901;2R;Do;g
Jena;Bioabfall;Ahornstraße;1;;7745;N;;;11,57831;50,90726;2R;Mi;g
Jena;Bioabfall;Ahornstraße;10;;7745;N;;;11,57964;50,90621;2R;Mi;g
Jena;Bioabfall;Ahornstraße;11;;7745;N;;;11,57966;50,90611;2R;Mi;g
Jena;Bioabfall;Ahornstraße;12;;7745;N;;;11,57969;50,90601;2R;Mi;g
Jena;Bioabfall;Ahornstraße;13;;7745;N;;;11,57972;50,90589;2R;Mi;g
Jena;Bioabfall;Ahornstraße;14;;7745;N;;;11,57974;50,90576;2R;Mi;g
Jena;Bioabfall;Ahornstraße;15;;7745;N;;;11,57975;50,90563;2R;Mi;g
Jena;Bioabfall;Ahornstraße;16;;7745;N;;;11,57976;50,90551;2R;Mi;g
Jena;Bioabfall;Ahornstraße;17;;7745;N;;;11,57976;50,90540;2R;Mi;g
Jena;Bioabfall;Ahornstraße;18;;7745;N;;;11,57976;50,90529;2R;Mi;g
Jena;Bioabfall;Ahornstraße;19;;7745;N;;;11,57971;50,90515;2R;Mi;g
Jena;Bioabfall;Ahornstraße;2;;7745;N;;;11,57869;50,90720;2R;Mi;g
Jena;Bioabfall;Ahornstraße;20;;7745;N;;;11,57963;50,90501;2R;Mi;g
Jena;Bioabfall;Ahornstraße;21;;7745;N;;;11,57954;50,90487;2R;Mi;g
Jena;Bioabfall;Ahornstraße;22;;7745;N;;;11,57943;50,90474;2R;Mi;g
Jena;Bioabfall;Ahornstraße;23;;7745;N;;;11,57926;50,90464;2R;Mi;g
Jena;Bioabfall;Ahornstraße;24;;7745;N;;;11,57908;50,90454;2R;Mi;g
Jena;Bioabfall;Ahornstraße;25;;7745;N;;;11,57889;50,90443;2R;Mi;g
Jena;Bioabfall;Ahornstraße;26;;7745;N;;;11,57869;50,90430;2R;Mi;g
Jena;Bioabfall;Ahornstraße;27;;7745;N;;;11,57848;50,90418;2R;Mi;g
Jena;Bioabfall;Ahornstraße;28;;7745;N;;;11,57828;50,90406;2R;Mi;g
Jena;Bioabfall;Ahornstraße;29;;7745;N;;Ammerbach;11,57803;50,90389;2R;Mi;g
Jena;Bioabfall;Ahornstraße;29a;;7745;N;;;11,57803;50,90389;2R;Mi;g
Jena;Bioabfall;Ahornstraße;29b;;7745;N;;;11,57803;50,90389;2R;Mi;g
Jena;Bioabfall;Ahornstraße;29c;;7745;N;;;11,57803;50,90389;2R;Mi;g
Jena;Bioabfall;Ahornstraße;29d;;7745;N;;;11,57803;50,90389;2R;Mi;g
Jena;Bioabfall;Ahornstraße;29e;;7745;N;;;11,57803;50,90389;2R;Mi;g
Jena;Bioabfall;Ahornstraße;3;;7745;N;;;11,57883;50,90697;2R;Mi;g
Jena;Bioabfall;Ahornstraße;30;;7745;N;;;11,57947;50,90506;2R;Mi;g
Jena;Bioabfall;Ahornstraße;31;;7745;N;;;11,57912;50,90471;2R;Mi;g
Jena;Bioabfall;Ahornstraße;4;;7745;N;;;11,57927;50,90684;2R;Mi;g
Jena;Bioabfall;Ahornstraße;5;;7745;N;;;11,57934;50,90674;2R;Mi;g
Jena;Bioabfall;Ahornstraße;6;;7745;N;;;11,57942;50,90663;2R;Mi;g
Jena;Bioabfall;Ahornstraße;7;;7745;N;;;11,57949;50,90653;2R;Mi;g
Jena;Bioabfall;Ahornstraße;8;;7745;N;;;11,57957;50,90643;2R;Mi;g
Jena;Bioabfall;Ahornstraße;9;;7745;N;;;11,57961;50,90631;2R;Mi;g
Jena;Bioabfall;Ahornweg;1;;7751;N;;Isserstedt;11,52548;50,96236;2R;Fr;g
Jena;Bioabfall;Akazienweg;1;;7751;N;;;11,52490;50,96217;2R;Fr;g
Jena;Bioabfall;Akazienweg;2;;7751;N;;;11,52475;50,96211;2R;Fr;g
Jena;Bioabfall;Albert-Einstein-Straße;1;;7745;J;;;11,57037;50,90881;2R;Mi;g
Jena;Bioabfall;Alexander-Puschkin-Platz;1;;7745;N;;;11,58178;50,92282;2R;Do;g
Jena;Bioabfall;Alexander-Puschkin-Platz;1a;;7745;N;;;11,58178;50,92282;2R;Do;g
Jena;Bioabfall;Alexander-Puschkin-Platz;2;;7745;N;;;11,58166;50,92266;2R;Do;g
Jena;Bioabfall;Alexander-Puschkin-Platz;3;;7745;N;;;11,58154;50,92250;2R;Do;g
Jena;Bioabfall;Alexander-Puschkin-Platz;4;;7745;N;;;11,58142;50,92233;2R;Do;g
Jena;Bioabfall;Alexander-Puschkin-Platz;5;;7745;N;;;11,58172;50,92182;2R;Do;g
Jena;Bioabfall;Alte Dorfstraße;10;;7751;N;;;11,63059;50,88708;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;12;;7751;N;;;11,63081;50,88699;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;14;;7751;N;;;11,63080;50,88713;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;14a;;7751;N;;;11,63080;50,88713;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;14b;;7751;N;;Drackendorf;;;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;14c;;7751;N;;Drackendorf;;;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;14d;;7751;N;;Drackendorf;;;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;16;;7751;N;;;11,63083;50,88730;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;16a;;7751;N;;;11,63083;50,88730;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;16b;;7751;N;;;11,63083;50,88730;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;17;;7751;N;;;11,63226;50,88871;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;17;;7751;N;;;11,63226;50,88871;4R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;18-18a;;7751;N;;Drackendorf;11,63128;50,88761;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;19;;7751;N;;;11,63256;50,88896;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;2;;7751;N;;;11,62880;50,88599;4R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;20;;7751;N;;;11,63170;50,88796;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;21;;7751;N;;;11,63291;50,88922;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;22;;7751;N;;;11,63207;50,88833;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;22;;7751;N;;Drackendorf;11,63207;50,88833;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;24;;7751;N;;;11,63240;50,88864;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;24;;7751;N;;;11,63240;50,88864;4R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;24a;;7751;N;;;11,63240;50,88864;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;25;;7751;N;;;11,63348;50,88976;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;26;;7751;N;;;11,63271;50,88890;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;26a;;7751;N;;Drackendorf;11,63271;50,88890;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;27;;7751;N;;;11,63366;50,89007;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;28;;7751;N;;;11,63304;50,88914;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;29a;;7751;N;;;11,63384;50,89039;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;2d;;7751;N;;;11,62880;50,88599;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;2e;;7751;N;;;11,62880;50,88599;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;2f;;7751;N;;;11,62880;50,88599;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;3;;7751;N;;;11,62807;50,88570;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;30;;7751;N;;;11,63344;50,88935;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;32;;7751;N;;;11,63361;50,88966;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;33;;7751;N;;;11,63288;50,88933;4R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;35;;7751;N;;;11,63288;50,88916;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;35a;;7751;N;;;11,63288;50,88916;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;35B;;7751;N;;;11,63288;50,88916;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;36B;;7751;N;;;11,63397;50,89029;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;37;;7751;N;;;11,63516;50,89137;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;39;;7751;N;;;11,63562;50,89159;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;3a;;7751;N;;;11,62807;50,88570;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;40;;7751;N;;;11,63438;50,89089;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;42;;7751;N;;;11,63482;50,89108;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;44;;7751;N;;;11,63550;50,89139;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;5;;7751;N;;;11,62817;50,88577;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;5a;;7751;N;;;11,62817;50,88577;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;5b;;7751;N;;;11,62817;50,88577;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;6;;7751;N;;;11,63006;50,88673;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;6a;;7751;N;;Drackendorf;11,63006;50,88673;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;6b;;7751;N;;Drackendorf;11,63006;50,88673;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;7;;7751;N;;;11,62978;50,88672;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;7a;;7751;N;;;11,62978;50,88672;2R;Mo;g
Jena;Bioabfall;Alte Dorfstraße;8;;7751;N;;;11,63050;50,88704;2R;Mo;g
Jena;Bioabfall;Alte Hauptstraße;;;7745;N;;;11,59087;50,87834;4R;Do;g
Jena;Bioabfall;Alte Hauptstraße;10;;7745;N;;;11,59199;50,87836;2R;Do;g
Jena;Bioabfall;Alte Hauptstraße;11;;7745;N;;;11,59160;50,87846;2R;Do;g
Jena;Bioabfall;Alte Hauptstraße;12;;7745;N;;;11,59162;50,87835;2R;Do;g
Jena;Bioabfall;Alte Hauptstraße;12A;;7745;N;;;11,59162;50,87835;2R;Do;g
Jena;Bioabfall;Alte Hauptstraße;13;;7745;N;;;11,59085;50,87840;2R;Do;g
Jena;Bioabfall;Alte Hauptstraße;13A;;7745;N;;;11,59085;50,87840;2R;Do;g
Jena;Bioabfall;Alte Hauptstraße;15;;7745;N;;;11,59017;50,87835;2R;Do;g
Jena;Bioabfall;Alte Hauptstraße;18;;7745;N;;Göschwitz;11,58812;50,87811;2R;Do;g
Jena;Bioabfall;Alte Hauptstraße;2;;7745;N;;Göschwitz;11,59293;50,87840;2R;Do;g
Jena;Bioabfall;Alte Hauptstraße;22;;7745;N;;Göschwitz;11,58737;50,87820;2R;Do;g
Jena;Bioabfall;Alte Hauptstraße;28;;7745;N;;Göschwitz;11,58614;50,87781;2R;Do;g
Jena;Bioabfall;Alte Hauptstraße;3;;7745;N;;;11,59252;50,87889;2R;Do;g
Jena;Bioabfall;Alte Hauptstraße;4;;7745;N;;;11,59270;50,87839;2R;Do;g
Jena;Bioabfall;Alte Hauptstraße;5;;7745;N;;;11,59232;50,87877;2R;Do;g
Jena;Bioabfall;Alte Hauptstraße;6;;7745;N;;;11,59247;50,87838;2R;Do;g
Jena;Bioabfall;Alte Hauptstraße;7;;7745;N;;;11,59211;50,87864;2R;Do;g
Jena;Bioabfall;Alte Hauptstraße;8;;7745;N;;;11,59223;50,87837;2R;Do;g
Jena;Bioabfall;Alte Hauptstraße;9;;7745;N;;;11,59191;50,87852;2R;Do;g
Jena;Bioabfall;Alte Straße;1;;7747;N;;;11,60696;50,89170;2R;Di;g
Jena;Bioabfall;Alte Straße;10;;7747;N;;;11,60778;50,89027;2R;Di;g
Jena;Bioabfall;Alte Straße;10a;;7747;N;;;11,60778;50,89027;2R;Di;g
Jena;Bioabfall;Alte Straße;10b;;7747;N;;;11,60778;50,89027;2R;Di;g
Jena;Bioabfall;Alte Straße;11;;7747;N;;;11,60752;50,89065;2R;Di;g
Jena;Bioabfall;Alte Straße;12;;7747;N;;;11,60781;50,89013;2R;Di;g
Jena;Bioabfall;Alte Straße;13;;7747;N;;;11,60755;50,89053;2R;Di;g
Jena;Bioabfall;Alte Straße;13a;;7747;N;;;11,60755;50,89053;2R;Di;g
Jena;Bioabfall;Alte Straße;14;;7747;N;;;11,60784;50,88999;2R;Di;g
Jena;Bioabfall;Alte Straße;15;;7747;N;;;11,60758;50,89038;2R;Di;g
Jena;Bioabfall;Alte Straße;16;;7747;N;;;11,60786;50,88985;2R;Di;g
Jena;Bioabfall;Alte Straße;17;;7747;N;;;11,60761;50,89021;2R;Di;g
Jena;Bioabfall;Alte Straße;17a;;7747;N;;Lobeda;11,60761;50,89021;2R;Di;g
Jena;Bioabfall;Alte Straße;19;;7747;N;;;11,60765;50,89003;2R;Di;g
Jena;Bioabfall;Alte Straße;19A;;7747;N;;;11,60765;50,89003;2R;Di;g
Jena;Bioabfall;Alte Straße;2;;7747;N;;;11,60706;50,89182;2R;Di;g
Jena;Bioabfall;Alte Straße;21;;7747;N;;;11,60768;50,88985;2R;Di;g
Jena;Bioabfall;Alte Straße;3;;7747;N;;;11,60720;50,89140;2R;Di;g
Jena;Bioabfall;Alte Straße;3A;;7747;N;;;11,60720;50,89140;2R;Di;g
Jena;Bioabfall;Alte Straße;5;;7747;N;;;11,60737;50,89111;2R;Di;g
Jena;Bioabfall;Alte Straße;5A;;7747;N;;;11,60737;50,89111;2R;Di;g
Jena;Bioabfall;Alte Straße;7;;7747;N;;;11,60745;50,89090;2R;Di;g
Jena;Bioabfall;Alte Straße;8;;7747;N;;;11,60742;50,89137;2R;Di;g
Jena;Bioabfall;Alte Straße;8B;;7747;N;;;11,60742;50,89137;2R;Di;g
Jena;Bioabfall;Alte Straße;8C;;7747;N;;;11,60742;50,89137;2R;Di;g
Jena;Bioabfall;Alte Straße;9;;7747;N;;;11,60749;50,89078;2R;Di;g
Jena;Bioabfall;Alte Wiesenstraße;10;;7749;N;;;11,59428;50,93543;2R;Fr;g
Jena;Bioabfall;Alte Wiesenstraße;12;;7749;N;;Nord;11,59462;50,93550;2R;Fr;g
Jena;Bioabfall;Alte Wiesenstraße;2a;;7749;N;;;11,59296;50,93516;2R;Fr;g
Jena;Bioabfall;Alte Wiesenstraße;3;;7749;N;;;11,59310;50,93506;2R;Fr;g
Jena;Bioabfall;Alte Wiesenstraße;4;;7749;N;;;11,59329;50,93522;2R;Fr;g
Jena;Bioabfall;Alte Wiesenstraße;4a;;7749;N;;;11,59329;50,93522;2R;Fr;g
Jena;Bioabfall;Alte Wiesenstraße;5;;7749;N;;;11,59359;50,93517;2R;Fr;g
Jena;Bioabfall;Alte Wiesenstraße;5a;;7749;N;;;11,59359;50,93517;2R;Fr;g
Jena;Bioabfall;Alte Wiesenstraße;5b;;7749;N;;;11,59359;50,93517;2R;Fr;g
Jena;Bioabfall;Alte Wiesenstraße;8;;7749;N;;;11,59395;50,93536;2R;Fr;g
Jena;Bioabfall;Alte Wiesenstraße;9;;7749;N;;;11,59459;50,93537;2R;Fr;g
Jena;Bioabfall;Altenburger Straße;10;;7743;N;;;11,60291;50,94884;2R;Fr;g
Jena;Bioabfall;Altenburger Straße;10;;7743;N;;;11,60291;50,94884;4R;Fr;g
Jena;Bioabfall;Altenburger Straße;15-19;;7743;N;;;11,60291;50,94869;4R;Fr;g
Jena;Bioabfall;Altenburger Straße;3;;7743;N;;;11,60477;50,94754;4R;Fr;g
Jena;Bioabfall;Altenburger Straße;5-7;;7743;N;;;11,60432;50,94783;4R;Fr;g
Jena;Bioabfall;Altenburger Straße;9-11;;7743;N;;Löbstedt;11,60369;50,94824;4R;Fr;g
Jena;Bioabfall;Alter Handelsweg;14;;7751;N;;;11,60237;50,86765;2R;Do;g
Jena;Bioabfall;Alter Handelsweg;16;;7751;N;;;11,60302;50,86775;2R;Do;g
Jena;Bioabfall;Alter Handelsweg;2;;7751;N;;;11,59857;50,86745;2R;Do;g
Jena;Bioabfall;Alter Handelsweg;6;;7751;N;;;11,59962;50,86760;2R;Do;g
Jena;Bioabfall;Alter Handelsweg;8;;7751;N;;;11,60040;50,86738;2R;Do;g
Jena;Bioabfall;Am Alten Güterbahnhof;3;;7743;N;;Nord;11,59342;50,93752;2R;Fr;g
Jena;Bioabfall;Am Alten Schloss;1;;7747;N;;Lobeda;11,60780;50,89423;2R;Mo;g
Jena;Bioabfall;Am Alten Schloss;11;;7747;N;;Lobeda;11,60896;50,89506;2R;Mo;g
Jena;Bioabfall;Am Alten Schloss;3;;7747;N;;Lobeda;11,60785;50,89448;2R;Mo;g
Jena;Bioabfall;Am Alten Schloss;9;;7747;N;;Lobeda;11,60866;50,89491;2R;Mo;g
Jena;Bioabfall;Am alten Weinberg;1;;7751;N;;;11,58962;50,86761;2R;Do;g
Jena;Bioabfall;Am alten Weinberg;11;;7751;N;;;11,58842;50,86809;2R;Do;g
Jena;Bioabfall;Am alten Weinberg;12;;7751;N;;;11,58792;50,86803;2R;Do;g
Jena;Bioabfall;Am alten Weinberg;13;;7751;N;;;11,58807;50,86813;2R;Do;g
Jena;Bioabfall;Am alten Weinberg;14;;7751;N;;;11,58761;50,86807;2R;Do;g
Jena;Bioabfall;Am alten Weinberg;15;;7751;N;;;11,58771;50,86817;2R;Do;g
Jena;Bioabfall;Am alten Weinberg;16;;7751;N;;;11,58729;50,86811;2R;Do;g
Jena;Bioabfall;Am alten Weinberg;17;;7751;N;;;11,58735;50,86822;2R;Do;g
Jena;Bioabfall;Am alten Weinberg;2;;7751;N;;;11,58949;50,86785;2R;Do;g
Jena;Bioabfall;Am alten Weinberg;3;;7751;N;;;11,58962;50,86761;2R;Do;g
Jena;Bioabfall;Am alten Weinberg;4;;7751;N;;;11,58917;50,86788;2R;Do;g
Jena;Bioabfall;Am alten Weinberg;5;;7751;N;;;11,58950;50,86796;2R;Do;g
Jena;Bioabfall;Am alten Weinberg;6;;7751;N;;;11,58886;50,86792;2R;Do;g
Jena;Bioabfall;Am alten Weinberg;7;;7751;N;;;11,58914;50,86800;2R;Do;g
Jena;Bioabfall;Am alten Weinberg;8;;7751;N;;;11,58855;50,86796;2R;Do;g
Jena;Bioabfall;Am Anger;12;;7743;N;;;11,59371;50,92932;2R;Mo;g
Jena;Bioabfall;Am Anger;14;;7743;N;;;11,59359;50,92952;2R;Mo;g
Jena;Bioabfall;Am Anger;15;;7743;N;;;11,59150;50,93155;4R;Fr;g
Jena;Bioabfall;Am Anger;18;;7743;N;;;11,59339;50,92981;2R;Mo;g
Jena;Bioabfall;Am Anger;20;;7743;N;;;11,59330;50,92995;2R;Mo;g
Jena;Bioabfall;Am Anger;22;;7743;N;;;11,59336;50,92999;2R;Mo;g
Jena;Bioabfall;Am Anger;24;;7743;N;;;11,59366;50,93009;2R;Mo;g
Jena;Bioabfall;Am Anger;26;;7743;N;;;11,59176;50,93161;4R;Fr;g
Jena;Bioabfall;Am Anger;34;;7743;N;;;11,59143;50,93377;2R;Fr;g
Jena;Bioabfall;Am Anger;5;;7743;N;;;11,59375;50,92887;2R;Mo;g
Jena;Bioabfall;Am Anger;8;;7743;N;;;11,59384;50,92911;2R;Mo;g
Jena;Bioabfall;Am Bahnhof;1;;7745;N;;;11,59390;50,88313;2R;Do;g
Jena;Bioabfall;Am Bahnhof;3;;7745;N;;Göschwitz;11,59341;50,88383;2R;Do;g
Jena;Bioabfall;Am Birnstiel;10;;7745;N;;;11,57134;50,92435;2R;Di;g
Jena;Bioabfall;Am Birnstiel;11;;7745;N;;;11,56937;50,92411;2R;Di;g
Jena;Bioabfall;Am Birnstiel;11a;;7745;N;;;11,56937;50,92411;2R;Di;g
Jena;Bioabfall;Am Birnstiel;14;;7745;N;;;11,57084;50,92433;2R;Di;g
Jena;Bioabfall;Am Birnstiel;15;;7745;N;;;11,56865;50,92395;2R;Di;g
Jena;Bioabfall;Am Birnstiel;16;;7745;N;;;11,57054;50,92432;2R;Di;g
Jena;Bioabfall;Am Birnstiel;18;;7745;N;;;11,57021;50,92429;2R;Di;g
Jena;Bioabfall;Am Birnstiel;19;;7745;N;;;11,56792;50,92389;2R;Di;g
Jena;Bioabfall;Am Birnstiel;19a;;7745;N;;;11,56792;50,92389;2R;Di;g
Jena;Bioabfall;Am Birnstiel;20;;7745;N;;;11,56992;50,92422;2R;Di;g
Jena;Bioabfall;Am Birnstiel;21;;7745;N;;;11,56755;50,92386;2R;Di;g
Jena;Bioabfall;Am Birnstiel;21a;;7745;N;;;11,56755;50,92386;2R;Di;g
Jena;Bioabfall;Am Birnstiel;22;;7745;N;;;11,56974;50,92404;2R;Di;g
Jena;Bioabfall;Am Birnstiel;27;;7745;N;;;11,56691;50,92383;2R;Di;g
Jena;Bioabfall;Am Birnstiel;28;;7745;N;;;11,56948;50,92425;2R;Di;g
Jena;Bioabfall;Am Birnstiel;30;;7745;N;;;11,56919;50,92419;2R;Di;g
Jena;Bioabfall;Am Birnstiel;32;;7745;N;;;11,56889;50,92414;2R;Di;g
Jena;Bioabfall;Am Birnstiel;33;;7745;N;;;11,56630;50,92378;2R;Di;g
Jena;Bioabfall;Am Birnstiel;37;;7745;N;;;11,56590;50,92374;2R;Di;g
Jena;Bioabfall;Am Birnstiel;4;;7745;N;;;11,57210;50,92438;2R;Di;g
Jena;Bioabfall;Am Birnstiel;8;;7745;N;;Süd;11,57159;50,92436;2R;Di;g
Jena;Bioabfall;Am Bornberg;1;;7747;N;;;11,60894;50,89516;2R;Mo;g
Jena;Bioabfall;Am Bornberg;11;;7747;N;;;11,60918;50,89547;2R;Mo;g
Jena;Bioabfall;Am Bornberg;13;;7747;N;;;11,60888;50,89565;2R;Mo;g
Jena;Bioabfall;Am Bornberg;13a;;7747;N;;;11,60888;50,89565;2R;Mo;g
Jena;Bioabfall;Am Bornberg;15;;7747;N;;;11,60863;50,89585;2R;Mo;g
Jena;Bioabfall;Am Bornberg;17;;7747;N;;;11,60840;50,89607;2R;Mo;g
Jena;Bioabfall;Am Bornberg;21;;7747;N;;;11,60877;50,89615;2R;Mo;g
Jena;Bioabfall;Am Bornberg;23;;7747;N;;;11,60888;50,89582;2R;Mo;g
Jena;Bioabfall;Am Bornberg;27;;7747;N;;;11,60909;50,89608;2R;Mo;g
Jena;Bioabfall;Am Bornberg;3;;7747;N;;;11,60860;50,89537;2R;Mo;g
Jena;Bioabfall;Am Bornberg;5;;7747;N;;;11,60831;50,89559;2R;Mo;g
Jena;Bioabfall;Am Bornberg;7;;7747;N;;;11,60815;50,89587;2R;Mo;g
Jena;Bioabfall;Am Bornberg;9;;7747;N;;;11,60812;50,89614;2R;Mo;g
Jena;Bioabfall;Am Borngarten;1;;7751;N;;;11,55033;50,97507;2R;Fr;g
Jena;Bioabfall;Am Borngarten;3;;7751;N;;;11,55035;50,97447;2R;Fr;g
Jena;Bioabfall;Am Borngarten;6;;7751;N;;Krippendorf;;;2R;Fr;g
Jena;Bioabfall;Am Brückenweidigt;2;;7747;N;;;11,60492;50,89607;2R;Mo;g
Jena;Bioabfall;Am Brückenweidigt;3;;7747;N;;;11,60457;50,89628;2R;Mo;g
Jena;Bioabfall;Am Brückenweidigt;7;;7747;N;;;11,60393;50,89659;2R;Mo;g
Jena;Bioabfall;Am Burggarten;1;;7749;N;;;11,59366;50,92514;2R;Mi;g
Jena;Bioabfall;Am Burggarten;10;;7749;N;;;11,59467;50,92468;2R;Mi;g
Jena;Bioabfall;Am Burggarten;11;;7749;N;;;11,59521;50,92475;2R;Mi;g
Jena;Bioabfall;Am Burggarten;12;;7749;N;;;11,59493;50,92466;2R;Mi;g
Jena;Bioabfall;Am Burggarten;14;;7749;N;;;11,59519;50,92464;2R;Mi;g
Jena;Bioabfall;Am Burggarten;15;;7749;N;;;11,59573;50,92471;2R;Mi;g
Jena;Bioabfall;Am Burggarten;16;;7749;N;;;11,59545;50,92462;2R;Mi;g
Jena;Bioabfall;Am Burggarten;17;;7749;N;;;11,59599;50,92469;2R;Mi;g
Jena;Bioabfall;Am Burggarten;2;;7749;N;;;11,59378;50,92494;2R;Mi;g
Jena;Bioabfall;Am Burggarten;20;;7749;N;;;11,59597;50,92458;2R;Mi;g
Jena;Bioabfall;Am Burggarten;3;;7749;N;;;11,59412;50,92492;2R;Mi;g
Jena;Bioabfall;Am Burggarten;5;;7749;N;;;11,59443;50,92481;2R;Mi;g
